frame id,address,retcode,numDistances,raw_mm,medianEMA_mm,medianEMA_in,p0 str,time now,LED status
454,0x51,0,1,424,429.8,16.92,-20,83180,3
455,0x51,0,1,430,429.8,16.923,-19,83359,3
456,0x51,0,1,430,429.9,16.925,-20,83538,3
457,0x51,0,1,437,429.9,16.926,-19,83717,3
458,0x51,0,1,433,430.8,16.962,-19,83896,3
459,0x51,0,1,433,431.5,16.988,-19,84075,3
460,0x51,0,1,436,431.9,17.006,-19,84254,4
461,0x51,0,1,437,433.2,17.054,-19,84433,4
462,0x51,0,1,436,434.0,17.087,-19,84612,4
463,0x51,0,2,436,434.6,17.111,-19,84791,4
464,0x51,0,1,438,435.0,17.127,-19,84970,4
465,0x51,0,1,434,435.3,17.139,-20,85149,4
466,0x51,0,1,437,435.8,17.158,-19,85328,4
467,0x51,0,2,436,435.9,17.16,-19,85507,4
468,0x51,0,1,437,436.2,17.174,-19,85686,4
469,0x51,0,1,438,436.4,17.183,-19,85865,4
470,0x51,0,1,437,436.6,17.19,-20,86044,4
471,0x51,0,1,438,437.0,17.206,-20,86223,4
472,0x51,0,1,438,437.3,17.217,-19,86402,4
473,0x51,0,1,439,437.5,17.225,-19,86581,4
474,0x51,0,1,438,437.7,17.231,-19,86760,4
475,0x51,0,1,435,437.8,17.235,-20,86939,4
476,0x51,0,1,440,437.8,17.238,-20,87118,4
477,0x51,0,1,437,437.6,17.228,-20,87297,4
478,0x51,0,2,438,437.7,17.233,-20,87476,4
479,0x51,0,2,435,437.5,17.224,-20,87655,4
480,0x51,0,2,438,437.6,17.23,-20,87834,4
481,0x51,0,1,436,437.2,17.211,-19,88013,4
482,0x51,0,1,436,436.8,17.197,-20,88192,4
483,0x51,0,2,438,436.6,17.188,-18,88371,4
484,0x51,0,1,437,436.7,17.193,-19,88550,4
485,0x51,0,1,437,436.8,17.196,-19,88729,4
486,0x51,0,3,440,436.9,17.199,-21,88908,4
487,0x51,0,2,439,437.5,17.224,-19,89087,4
488,0x51,0,1,438,437.9,17.242,-20,89266,4
489,0x51,0,1,433,438.0,17.243,-19,89445,4
490,0x51,0,1,438,438.0,17.243,-20,89624,4
491,0x51,0,3,432,436.5,17.184,-20,89803,4
492,0x51,0,1,434,435.7,17.155,-20,89982,4
493,0x51,0,1,433,434.9,17.123,-19,90161,4
494,0x51,0,1,438,434.6,17.112,-19,90340,4
495,0x51,0,2,438,435.6,17.152,-20,90519,4
496,0x51,0,2,436,436.4,17.179,-19,90698,4
497,0x51,0,1,436,436.2,17.175,-19,90877,4
498,0x51,0,2,440,436.2,17.172,-20,91056,4
499,0x51,0,1,435,436.1,17.17,-22,91235,4
500,0x51,0,2,434,435.8,17.157,-20,91414,4
501,0x51,0,1,434,435.2,17.136,-20,91593,4
502,0x51,0,1,435,434.9,17.121,-20,91772,4
503,0x51,0,2,438,434.9,17.123,-20,91951,4
504,0x51,0,1,435,434.9,17.124,-19,92130,4
505,0x51,0,2,437,435.6,17.148,-19,92309,4
506,0x51,0,1,438,436.0,17.165,-20,92488,4
507,0x51,0,1,435,436.3,17.177,-19,92667,4
508,0x51,0,1,437,436.5,17.185,-19,92846,4
509,0x51,0,1,437,436.7,17.191,-19,93025,4
510,0x51,0,2,438,436.8,17.195,-20,93204,4
511,0x51,0,1,437,436.8,17.198,-19,93383,4
512,0x51,0,2,440,437.2,17.212,-19,93562,4
513,0x51,0,1,439,437.7,17.233,-19,93741,4
514,0x51,0,2,438,438.1,17.248,-20,93920,4
515,0x51,0,2,440,438.4,17.259,-19,94099,4
516,0x51,0,2,439,438.6,17.266,-20,94278,4
517,0x51,0,1,434,438.7,17.271,-20,94457,4
518,0x51,0,1,437,438.2,17.251,-20,94636,4
519,0x51,0,1,438,437.8,17.237,-20,94815,4
520,0x51,0,1,437,437.6,17.228,-19,94994,4
521,0x51,0,2,435,437.4,17.221,-20,95173,4
522,0x51,0,1,440,437.3,17.216,-19,95352,4
523,0x51,0,1,437,437.2,17.213,-20,95531,4
524,0x51,0,1,437,437.1,17.21,-20,95710,4
525,0x51,0,4,435,437.1,17.209,-20,95889,4
526,0x51,0,1,437,437.1,17.207,-19,96068,4
527,0x51,0,2,438,437.0,17.207,-19,96247,4
528,0x51,0,1,436,437.0,17.206,-20,96426,4
529,0x51,0,1,433,436.7,17.194,-20,96605,4
