frame id,address,retcode,numDistances,raw_mm,medianEMA_mm,medianEMA_in,p0 str,time now,LED status
280,0x51,0,1,510,514.4,20.254,-21,50250,5
281,0x51,0,1,515,514.6,20.26,-21,50429,5
282,0x51,0,1,512,513.8,20.229,-21,50608,5
283,0x51,0,1,523,514.2,20.243,-21,50787,5
284,0x51,0,1,504,513.5,20.218,-21,50966,5
285,0x51,0,2,491,510.7,20.105,-23,51145,5
286,0x51,0,1,518,508.7,20.026,-21,51324,5
287,0x51,0,1,508,508.5,20.018,-21,51503,5
288,0x51,0,1,518,511.3,20.131,-21,51682,5
289,0x51,0,1,510,510.9,20.115,-21,51861,5
290,0x51,0,1,501,510.7,20.104,-21,52040,5
291,0x51,0,1,515,510.5,20.097,-21,52219,5
292,0x51,0,1,499,507.6,19.985,-22,52398,5
293,0x51,0,1,506,507.1,19.966,-22,52577,5
294,0x51,0,1,510,506.8,19.952,-23,52756,5
295,0x51,0,1,526,507.8,19.99,-21,52935,5
296,0x51,0,1,517,510.5,20.1,-21,53114,5
297,0x51,0,1,488,512.5,20.176,-23,53293,5
298,0x51,0,1,521,513.8,20.229,-21,53472,5
299,0x51,0,1,523,516.0,20.314,-20,53651,5
300,0x51,0,1,495,517.5,20.373,-21,53830,5
301,0x51,0,1,503,513.1,20.202,-22,54009,5
302,0x51,0,1,503,510.1,20.083,-22,54188,5
303,0x51,0,1,510,508.0,19.999,-21,54367,5
304,0x51,0,1,517,508.6,20.023,-21,54546,5
305,0x51,0,1,503,509.0,20.04,-21,54725,5
306,0x51,0,0,-1,509.0,20.04,0,54903,5
307,0x51,0,1,512,509.9,20.075,-22,55084,5
308,0x51,0,1,500,507.8,19.993,-22,55263,5
309,0x51,0,1,514,509.1,20.043,-20,55442,5
310,0x51,0,1,513,510.3,20.089,-21,55621,5
311,0x51,0,1,520,511.4,20.133,-20,55800,5
312,0x51,0,1,513,511.9,20.152,-20,55979,5
313,0x51,0,1,526,514.3,20.248,-19,56158,5
314,0x51,0,0,-1,514.3,20.248,0,56336,5
315,0x51,0,1,508,513.9,20.233,-21,56517,5
316,0x51,0,1,512,513.3,20.21,-21,56696,5
317,0x51,0,1,509,512.0,20.159,-20,56875,5
318,0x51,0,2,521,512.0,20.159,-21,57054,5
319,0x51,0,1,513,512.3,20.17,-20,57233,5
320,0x51,0,1,505,512.5,20.178,-22,57412,5
321,0x51,0,1,508,511.2,20.125,-21,57591,5
322,0x51,0,0,-1,511.2,20.125,0,57769,5
323,0x51,0,1,499,509.3,20.052,-21,57950,5
324,0x51,0,1,490,506.2,19.93,-24,58129,5
325,0x51,0,1,518,504.1,19.845,-20,58308,5
326,0x51,0,1,508,505.2,19.891,-21,58487,5
327,0x51,0,0,-1,505.2,19.891,0,58665,5
328,0x51,0,1,494,506.1,19.924,-22,58846,5
329,0x51,0,1,516,506.6,19.947,-21,59025,5
330,0x51,0,1,511,508.0,19.998,-20,59204,5
331,0x51,0,1,499,508.9,20.034,-22,59383,5
332,0x51,0,1,512,509.5,20.059,-21,59562,5
333,0x51,0,1,511,510.0,20.077,-21,59741,5
334,0x51,0,1,512,510.6,20.101,-20,59920,5
335,0x51,0,1,518,511.0,20.118,-20,60099,5
336,0x51,0,1,506,511.3,20.13,-22,60278,5
337,0x51,0,1,518,513.3,20.209,-20,60457,5
338,0x51,0,1,505,511.1,20.123,-21,60636,5
339,0x51,0,1,523,513.2,20.204,-21,60815,5
340,0x51,0,1,510,512.2,20.166,-21,60994,5
341,0x51,0,0,-1,512.2,20.166,0,61172,5
342,0x51,0,0,-1,512.2,20.166,0,61352,5
343,0x51,0,1,520,514.6,20.258,-21,61533,5
344,0x51,0,1,507,513.2,20.204,-20,61712,5
345,0x51,0,0,-1,513.2,20.204,0,61890,5
346,0x51,0,1,505,511.3,20.131,-23,62071,5
347,0x51,0,1,509,510.0,20.08,-20,62250,5
348,0x51,0,1,516,509.7,20.068,-21,62429,5
349,0x51,0,1,515,511.3,20.13,-21,62608,5
350,0x51,0,1,505,512.4,20.174,-22,62787,5
